Date,BUDAPEST,BARANYA,BACS,BEKES,BORSOD,CSONGRAD,FEJER,GYOR,HAJDU,HEVES,JASZ,KOMAROM,NOGRAD,PEST,SOMOGY,SZABOLCS,TOLNA,VAS,VESZPREM,ZALA,456,100,500,198,132,409,163,89,82,357,111,292,386,376,504,189,502,21,396,156,315,224,437,45,126,79,178,475,44
13/07/2009,85.0,6.0,25.0,21.0,35.0,54.0,12.0,11.0,86.0,13.0,23.0,13.0,22.0,55.0,11.0,5.0,15.0,16.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2009,54.0,3.0,23.0,4.0,6.0,34.0,3.0,12.0,17.0,21.0,7.0,6.0,7.0,41.0,9.0,6.0,4.0,5.0,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2009,18.0,24.0,4.0,19.0,21.0,4.0,13.0,7.0,12.0,8.0,6.0,6.0,2.0,29.0,2.0,1.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2009,16.0,10.0,5.0,3.0,6.0,4.0,0.0,5.0,6.0,9.0,3.0,1.0,1.0,32.0,4.0,2.0,4.0,3.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2009,14.0,2.0,0.0,4.0,13.0,3.0,5.0,0.0,32.0,3.0,3.0,9.0,2.0,11.0,3.0,0.0,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2009,7.0,1.0,0.0,3.0,4.0,3.0,0.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2009,27.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,19.0,4.0,2.0,0.0,2.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2009,16.0,1.0,0.0,5.0,2.0,6.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2009,11.0,2.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,4.0,6.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2009,2.0,0.0,2.0,2.0,6.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,13.0,2.0,2.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2009,4.0,0.0,1.0,1.0,6.0,4.0,6.0,5.0,3.0,2.0,1.0,2.0,9.0,8.0,1.0,8.0,0.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2009,7.0,2.0,6.0,0.0,1.0,15.0,4.0,6.0,3.0,0.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2009,15.0,5.0,9.0,1.0,10.0,7.0,10.0,9.0,6.0,3.0,2.0,3.0,1.0,12.0,1.0,4.0,4.0,5.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2009,30.0,6.0,3.0,3.0,3.0,33.0,10.0,6.0,10.0,0.0,6.0,7.0,4.0,20.0,6.0,5.0,9.0,4.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2009,31.0,10.0,10.0,3.0,11.0,31.0,10.0,6.0,8.0,6.0,3.0,5.0,2.0,36.0,7.0,9.0,8.0,25.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2009,25.0,4.0,12.0,13.0,9.0,11.0,10.0,14.0,32.0,12.0,15.0,6.0,0.0,30.0,2.0,5.0,10.0,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2009,50.0,1.0,22.0,24.0,31.0,36.0,23.0,8.0,40.0,11.0,13.0,21.0,1.0,27.0,7.0,8.0,8.0,12.0,3.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2009,37.0,3.0,4.0,10.0,22.0,10.0,17.0,10.0,43.0,16.0,16.0,24.0,1.0,30.0,5.0,1.0,15.0,16.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2009,59.0,8.0,9.0,13.0,16.0,44.0,15.0,16.0,21.0,2.0,35.0,6.0,1.0,30.0,8.0,2.0,6.0,6.0,14.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2009,58.0,9.0,25.0,14.0,37.0,21.0,46.0,28.0,26.0,43.0,33.0,50.0,4.0,46.0,22.0,9.0,19.0,18.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2009,42.0,31.0,17.0,20.0,34.0,8.0,19.0,40.0,48.0,10.0,25.0,11.0,12.0,126.0,13.0,10.0,14.0,16.0,2.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2009,91.0,38.0,43.0,11.0,69.0,21.0,38.0,33.0,39.0,26.0,36.0,35.0,17.0,96.0,20.0,19.0,24.0,13.0,4.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2009,86.0,46.0,39.0,12.0,17.0,17.0,21.0,28.0,64.0,10.0,24.0,27.0,9.0,102.0,17.0,20.0,10.0,15.0,4.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2009,41.0,50.0,3.0,11.0,28.0,4.0,15.0,6.0,19.0,8.0,32.0,16.0,6.0,55.0,8.0,3.0,21.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2009,47.0,28.0,19.0,13.0,55.0,8.0,34.0,18.0,38.0,31.0,16.0,22.0,4.0,48.0,13.0,16.0,0.0,10.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2010,166.0,37.0,50.0,6.0,43.0,53.0,83.0,31.0,95.0,30.0,69.0,26.0,16.0,88.0,23.0,1.0,42.0,20.0,32.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2010,113.0,23.0,52.0,11.0,28.0,23.0,33.0,21.0,44.0,24.0,29.0,30.0,14.0,62.0,18.0,14.0,21.0,5.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2010,62.0,56.0,20.0,11.0,33.0,29.0,40.0,21.0,46.0,18.0,27.0,23.0,13.0,81.0,9.0,13.0,8.0,13.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2010,82.0,103.0,52.0,3.0,42.0,29.0,48.0,38.0,77.0,33.0,54.0,33.0,23.0,96.0,41.0,14.0,9.0,40.0,35.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2010,56.0,50.0,26.0,12.0,59.0,4.0,46.0,43.0,31.0,40.0,54.0,22.0,12.0,99.0,59.0,22.0,15.0,35.0,43.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2010,46.0,47.0,82.0,12.0,42.0,17.0,34.0,31.0,46.0,35.0,67.0,22.0,38.0,129.0,25.0,3.0,21.0,10.0,75.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2010,48.0,127.0,87.0,9.0,93.0,24.0,31.0,46.0,63.0,47.0,112.0,34.0,11.0,104.0,39.0,42.0,38.0,26.0,29.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2010,124.0,83.0,102.0,13.0,63.0,32.0,37.0,62.0,76.0,20.0,83.0,61.0,20.0,113.0,39.0,44.0,18.0,11.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2010,74.0,101.0,118.0,15.0,35.0,12.0,24.0,38.0,40.0,41.0,59.0,22.0,9.0,128.0,18.0,77.0,29.0,4.0,41.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2010,116.0,68.0,86.0,13.0,54.0,17.0,61.0,95.0,109.0,26.0,98.0,83.0,13.0,124.0,25.0,89.0,13.0,10.0,36.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2010,120.0,135.0,96.0,17.0,37.0,52.0,51.0,64.0,113.0,28.0,68.0,43.0,11.0,137.0,1.0,2.0,14.0,3.0,41.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2010,101.0,123.0,110.0,16.0,145.0,41.0,72.0,72.0,86.0,25.0,92.0,85.0,29.0,190.0,34.0,34.0,26.0,14.0,83.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2010,121.0,112.0,88.0,11.0,85.0,55.0,63.0,93.0,108.0,24.0,58.0,55.0,26.0,148.0,36.0,30.0,59.0,13.0,57.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2010,160.0,80.0,108.0,17.0,52.0,11.0,34.0,75.0,54.0,15.0,52.0,52.0,11.0,143.0,23.0,22.0,35.0,17.0,39.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2010,199.0,140.0,96.0,28.0,105.0,61.0,101.0,78.0,94.0,17.0,53.0,39.0,26.0,272.0,23.0,39.0,73.0,32.0,118.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2010,147.0,106.0,238.0,17.0,79.0,39.0,75.0,84.0,81.0,12.0,47.0,81.0,16.0,214.0,33.0,63.0,26.0,18.0,71.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2010,130.0,116.0,117.0,18.0,40.0,19.0,55.0,70.0,74.0,5.0,43.0,49.0,19.0,191.0,37.0,22.0,55.0,18.0,105.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2010,175.0,96.0,167.0,4.0,82.0,28.0,78.0,81.0,71.0,42.0,34.0,52.0,37.0,243.0,33.0,32.0,17.0,14.0,101.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2010,156.0,115.0,62.0,27.0,78.0,58.0,56.0,59.0,93.0,11.0,28.0,43.0,20.0,151.0,23.0,12.0,47.0,9.0,133.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2010,185.0,102.0,160.0,25.0,65.0,17.0,65.0,85.0,68.0,42.0,37.0,95.0,20.0,216.0,27.0,3.0,15.0,29.0,99.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2010,123.0,17.0,83.0,17.0,54.0,2.0,33.0,59.0,46.0,18.0,87.0,37.0,26.0,145.0,18.0,3.0,42.0,7.0,141.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2010,151.0,84.0,135.0,11.0,68.0,49.0,99.0,97.0,68.0,35.0,78.0,52.0,41.0,221.0,36.0,8.0,46.0,8.0,126.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2010,150.0,74.0,94.0,8.0,48.0,36.0,46.0,70.0,49.0,28.0,120.0,52.0,17.0,205.0,55.0,3.0,39.0,9.0,102.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2010,169.0,66.0,57.0,25.0,44.0,33.0,77.0,104.0,21.0,24.0,84.0,80.0,21.0,168.0,35.0,9.0,61.0,4.0,97.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2010,154.0,42.0,31.0,17.0,70.0,32.0,72.0,42.0,61.0,50.0,103.0,54.0,8.0,253.0,48.0,61.0,39.0,5.0,120.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2010,68.0,25.0,43.0,12.0,24.0,29.0,36.0,35.0,23.0,7.0,44.0,20.0,15.0,97.0,26.0,8.0,19.0,7.0,43.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2010,93.0,44.0,48.0,21.0,51.0,13.0,29.0,54.0,21.0,20.0,71.0,20.0,8.0,70.0,37.0,40.0,23.0,7.0,50.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2010,74.0,34.0,16.0,8.0,26.0,11.0,49.0,48.0,7.0,12.0,19.0,18.0,3.0,56.0,31.0,10.0,4.0,4.0,33.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2010,56.0,16.0,6.0,4.0,8.0,3.0,13.0,24.0,12.0,1.0,16.0,2.0,4.0,37.0,12.0,9.0,17.0,10.0,40.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2010,35.0,19.0,6.0,2.0,12.0,16.0,3.0,21.0,9.0,4.0,10.0,1.0,2.0,26.0,19.0,9.0,7.0,2.0,33.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2010,24.0,3.0,3.0,2.0,6.0,6.0,3.0,10.0,4.0,0.0,7.0,3.0,3.0,7.0,2.0,1.0,7.0,0.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2010,,2.0,4.0,0.0,7.0,4.0,10.0,5.0,3.0,0.0,8.0,2.0,7.0,8.0,12.0,1.0,0.0,0.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/2010,35.0,7.0,4.0,2.0,5.0,15.0,4.0,1.0,3.0,1.0,5.0,2.0,1.0,4.0,6.0,0.0,0.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/2010,11.0,1.0,0.0,5.0,13.0,0.0,1.0,0.0,0.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2010,22.0,0.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,8.0,4.0,1.0,3.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2010,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,6.0,4.0,0.0,4.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2010,5.0,2.0,1.0,1.0,4.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,4.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2010,23.0,0.0,13.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,6.0,1.0,1.0,12.0,5.0,2.0,2.0,2.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2010,27.0,10.0,4.0,3.0,1.0,8.0,0.0,2.0,2.0,2.0,16.0,3.0,0.0,18.0,7.0,0.0,0.0,15.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2010,33.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,3.0,8.0,6.0,6.0,2.0,46.0,14.0,1.0,8.0,10.0,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2010,74.0,9.0,31.0,5.0,8.0,10.0,1.0,2.0,1.0,10.0,42.0,4.0,3.0,36.0,29.0,12.0,14.0,3.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2010,57.0,23.0,3.0,18.0,9.0,5.0,5.0,4.0,1.0,3.0,53.0,19.0,9.0,36.0,24.0,9.0,0.0,12.0,8.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2010,95.0,43.0,30.0,45.0,22.0,8.0,4.0,0.0,3.0,2.0,45.0,11.0,1.0,56.0,63.0,5.0,16.0,9.0,15.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2010,73.0,16.0,2.0,12.0,7.0,8.0,7.0,3.0,15.0,20.0,43.0,18.0,8.0,58.0,20.0,3.0,3.0,23.0,8.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2010,171.0,44.0,25.0,36.0,32.0,20.0,5.0,3.0,36.0,26.0,65.0,23.0,22.0,108.0,67.0,6.0,3.0,9.0,20.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2010,206.0,28.0,24.0,30.0,25.0,3.0,17.0,5.0,28.0,12.0,65.0,23.0,5.0,75.0,33.0,6.0,55.0,51.0,39.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2010,144.0,29.0,14.0,61.0,35.0,31.0,12.0,8.0,10.0,32.0,79.0,8.0,13.0,118.0,26.0,2.0,13.0,20.0,25.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2010,155.0,18.0,49.0,86.0,15.0,37.0,24.0,4.0,26.0,10.0,55.0,27.0,12.0,85.0,38.0,26.0,39.0,30.0,43.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2010,191.0,52.0,49.0,24.0,25.0,26.0,6.0,17.0,20.0,18.0,98.0,30.0,16.0,115.0,15.0,15.0,12.0,41.0,91.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2010,125.0,45.0,54.0,46.0,20.0,44.0,10.0,26.0,45.0,13.0,97.0,23.0,17.0,114.0,12.0,28.0,17.0,20.0,63.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2010,157.0,36.0,24.0,78.0,53.0,28.0,24.0,8.0,15.0,10.0,94.0,19.0,11.0,74.0,20.0,18.0,34.0,7.0,45.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2010,121.0,41.0,20.0,28.0,36.0,13.0,35.0,20.0,26.0,10.0,105.0,42.0,8.0,93.0,11.0,42.0,9.0,7.0,104.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2011,59.0,35.0,35.0,26.0,25.0,16.0,30.0,38.0,25.0,7.0,68.0,18.0,29.0,155.0,4.0,17.0,1.0,27.0,68.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2011,333.0,38.0,41.0,149.0,93.0,72.0,26.0,52.0,35.0,22.0,90.0,63.0,13.0,240.0,27.0,14.0,32.0,115.0,55.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2011,,18.0,15.0,95.0,66.0,24.0,29.0,27.0,25.0,5.0,152.0,55.0,19.0,86.0,13.0,67.0,7.0,3.0,38.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2011,208.0,51.0,28.0,34.0,65.0,65.0,22.0,86.0,34.0,6.0,107.0,39.0,9.0,93.0,22.0,52.0,38.0,50.0,70.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2011,174.0,31.0,23.0,76.0,61.0,24.0,20.0,57.0,28.0,17.0,67.0,24.0,11.0,108.0,15.0,40.0,8.0,27.0,60.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2011,128.0,28.0,31.0,47.0,79.0,42.0,64.0,76.0,43.0,8.0,101.0,34.0,18.0,145.0,28.0,62.0,41.0,44.0,69.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2011,190.0,53.0,17.0,76.0,63.0,58.0,41.0,42.0,46.0,41.0,136.0,41.0,5.0,77.0,16.0,38.0,43.0,9.0,88.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2011,228.0,46.0,32.0,102.0,164.0,72.0,54.0,67.0,55.0,22.0,82.0,61.0,14.0,189.0,24.0,102.0,43.0,30.0,98.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2011,149.0,37.0,46.0,44.0,93.0,53.0,69.0,41.0,24.0,30.0,135.0,28.0,4.0,142.0,26.0,48.0,47.0,10.0,42.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2011,181.0,43.0,45.0,55.0,173.0,10.0,57.0,63.0,47.0,38.0,161.0,51.0,6.0,140.0,41.0,125.0,39.0,34.0,132.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2011,131.0,51.0,24.0,37.0,95.0,36.0,61.0,51.0,59.0,25.0,112.0,55.0,6.0,120.0,43.0,56.0,11.0,31.0,153.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2011,227.0,58.0,29.0,43.0,192.0,22.0,73.0,48.0,56.0,82.0,106.0,74.0,29.0,312.0,82.0,184.0,53.0,17.0,90.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2011,158.0,38.0,19.0,54.0,144.0,150.0,96.0,38.0,58.0,57.0,89.0,28.0,2.0,199.0,37.0,97.0,36.0,25.0,75.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2011,168.0,37.0,34.0,42.0,171.0,133.0,67.0,60.0,62.0,63.0,87.0,52.0,7.0,143.0,45.0,66.0,14.0,14.0,116.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2011,181.0,53.0,48.0,38.0,109.0,78.0,114.0,55.0,83.0,57.0,79.0,39.0,10.0,145.0,57.0,88.0,13.0,27.0,74.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2011,138.0,41.0,28.0,37.0,72.0,14.0,54.0,60.0,92.0,30.0,58.0,37.0,2.0,106.0,41.0,40.0,33.0,2.0,73.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2011,129.0,28.0,45.0,73.0,75.0,25.0,51.0,50.0,49.0,38.0,47.0,20.0,3.0,195.0,31.0,33.0,8.0,11.0,74.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2011,161.0,49.0,87.0,33.0,158.0,54.0,92.0,51.0,153.0,47.0,79.0,52.0,2.0,149.0,46.0,167.0,15.0,11.0,85.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2011,121.0,17.0,71.0,53.0,101.0,71.0,58.0,60.0,119.0,90.0,62.0,18.0,9.0,172.0,21.0,128.0,22.0,14.0,102.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2011,128.0,55.0,101.0,31.0,109.0,95.0,71.0,52.0,69.0,60.0,57.0,47.0,35.0,152.0,31.0,100.0,7.0,2.0,100.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2011,150.0,8.0,71.0,49.0,132.0,74.0,42.0,50.0,138.0,95.0,42.0,64.0,3.0,152.0,23.0,72.0,21.0,5.0,104.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2011,146.0,62.0,86.0,33.0,127.0,39.0,73.0,34.0,124.0,120.0,41.0,42.0,44.0,141.0,44.0,54.0,44.0,6.0,85.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2011,115.0,29.0,64.0,45.0,118.0,48.0,56.0,25.0,108.0,97.0,46.0,38.0,27.0,93.0,23.0,52.0,39.0,8.0,72.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2011,120.0,38.0,46.0,47.0,64.0,52.0,42.0,19.0,38.0,82.0,43.0,23.0,20.0,68.0,16.0,48.0,34.0,9.0,60.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2011,140.0,21.0,46.0,37.0,89.0,24.0,53.0,23.0,92.0,57.0,57.0,33.0,4.0,95.0,16.0,40.0,12.0,10.0,50.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2011,73.0,23.0,51.0,7.0,36.0,95.0,22.0,21.0,36.0,37.0,12.0,21.0,12.0,61.0,18.0,19.0,5.0,3.0,39.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2011,91.0,10.0,42.0,7.0,31.0,27.0,35.0,28.0,21.0,39.0,11.0,14.0,3.0,103.0,23.0,67.0,26.0,24.0,37.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2011,71.0,3.0,16.0,5.0,35.0,17.0,21.0,23.0,24.0,21.0,8.0,14.0,5.0,65.0,7.0,11.0,0.0,0.0,16.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2011,61.0,1.0,10.0,2.0,27.0,8.0,15.0,14.0,20.0,43.0,9.0,11.0,4.0,16.0,14.0,4.0,5.0,4.0,33.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2011,19.0,11.0,8.0,0.0,26.0,1.0,6.0,4.0,6.0,24.0,14.0,6.0,3.0,21.0,10.0,5.0,0.0,1.0,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2011,16.0,2.0,5.0,0.0,8.0,4.0,4.0,6.0,15.0,12.0,1.0,2.0,2.0,6.0,4.0,4.0,1.0,1.0,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/08/2011,11.0,0.0,3.0,1.0,5.0,28.0,5.0,4.0,19.0,21.0,2.0,2.0,2.0,11.0,2.0,3.0,1.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2011,17.0,4.0,0.0,0.0,4.0,13.0,0.0,3.0,6.0,8.0,5.0,2.0,5.0,6.0,4.0,2.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/2011,14.0,1.0,1.0,2.0,5.0,23.0,2.0,3.0,12.0,6.0,3.0,3.0,1.0,7.0,0.0,9.0,1.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2011,13.0,0.0,1.0,1.0,10.0,2.0,0.0,3.0,1.0,6.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/2011,22.0,1.0,0.0,1.0,8.0,1.0,0.0,4.0,12.0,2.0,1.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2011,42.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,3.0,1.0,6.0,2.0,3.0,4.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2011,4.0,3.0,1.0,2.0,8.0,3.0,1.0,3.0,0.0,5.0,3.0,3.0,10.0,6.0,0.0,6.0,3.0,5.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2011,18.0,5.0,1.0,2.0,8.0,4.0,7.0,1.0,4.0,8.0,1.0,2.0,2.0,10.0,2.0,7.0,0.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2011,6.0,5.0,3.0,0.0,11.0,32.0,10.0,13.0,8.0,9.0,4.0,14.0,16.0,11.0,0.0,2.0,4.0,9.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2011,10.0,7.0,4.0,2.0,15.0,2.0,9.0,12.0,4.0,6.0,2.0,13.0,10.0,15.0,1.0,9.0,2.0,6.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2011,60.0,9.0,9.0,7.0,12.0,16.0,17.0,18.0,5.0,19.0,1.0,19.0,3.0,29.0,1.0,19.0,3.0,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
